trade_date,strategy,regime,base_cycle_index,is_base_entry_day,is_base_expiry_day,liquidation_applied,regime_evaluation_day,hedge_eligible_day,hedge_executed_day,no_hedge_reason,spot,base_contract_id,base_expiry,base_dte,base_option_price_per_share,base_delta_per_share,base_gamma_per_share,base_vega_per_share,base_theta_per_share,base_contracts_held,base_trade_contracts,selected_hedge_id,targeted_greek,pre_delta,pre_gamma,pre_vega,pre_theta,pre_greek_abs_sum,hedge_contracts_theory,hedge_contracts_actual,stock_position_theory,stock_position_actual,stock_trade_shares,post_delta,post_gamma,post_vega,post_theta,gross_live_option_exposure,gross_option_turnover_contracts,gross_hedge_option_turnover_contracts,base_trade_cashflow,option_liquidation_cashflow,stock_liquidation_cashflow,option_trade_cashflow,total_trade_cashflow,cumulative_cash_outflow_before_interest,interest_cost,cumulative_cash_outflow_after_interest
2026-02-10,delta_gamma_vega,medium,2,False,False,False,True,True,False,already_within_tolerance,206.9600067138672,2026-02-11|245.0|call,2026-02-11,1,2.7094443352648896e-70,2.411710493380372e-69,2.138707494730944e-68,4.6029211570010633e-67,-1.5424216184486576e-65,-1000.0,0.0,2026-02-20|205.0|call (+0) | 2026-04-26|205.0|call (+0),delta_gamma_vega,-2.411710493380372e-64,-2.1387074947309438e-63,-4.602921157001063e-62,1.5424216184486577e-60,4.8409090114079615e-62,,,-1.7717232933601998e-62,0.0,0.0,-2.411710493380372e-64,-2.1387074947309438e-63,-4.602921157001063e-62,1.5424216184486577e-60,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2255978.155441683,-321.3873565239478,-2256299.5427982067
2026-02-11,delta_gamma_vega,medium,3,True,True,True,True,True,True,executed,204.0800018310547,2026-03-13|205.0|call,2026-03-13,30,3.9727744182241764,0.49798987069762257,0.03857976513599096,23.340985965293413,-28.610879567412603,-1000.0,-1000.0,2026-02-19|205.0|call (+353) | 2026-04-29|205.0|call (+513),delta_gamma_vega,-49798.987069762254,-3857.9765135990956,-2334098.5965293413,2861087.9567412604,2387755.5601127027,,,6726.1948734877515,6700.0,6700.0,-19.60879680060316,1.071090784838816,186.23117164894938,65510.61975047598,1000.0,866.0,866.0,-397277.44182241766,0.0,0.0,421407.06257334515,1391465.6330189938,-864833.9097792129,-123.54769812413404,-864957.457477337
2026-02-12,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,199.60000610351562,2026-03-13|205.0|call,2026-03-13,29,2.7391965999403283,0.354379586343912,0.03152268974987431,20.932780070167098,-30.082077699391274,-1000.0,0.0,2026-02-20|200.0|call (+335) | 2026-04-30|200.0|call (+467),delta_gamma_vega,448.72067704749134,-455.97516597282083,11775.211105861235,453921.2925148299,12679.906948881548,,,-6312.475574762113,-6300.0,-13000.0,7.411137339313427,-0.7994468722500869,-66.70612612529658,19438.290254296968,1866.0,1668.0,1668.0,0.0,0.0,0.0,134458.9887640141,-2460341.090581689,-3325298.548059026,-474.77874368339167,-3325773.326802709
2026-02-13,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,198.7899932861328,2026-03-13|205.0|call,2026-03-13,28,2.341668626815064,0.32349329090877577,0.03140682029390832,19.778663693484905,-29.00703809331148,-1000.0,0.0,2026-02-21|200.0|call (+340) | 2026-05-01|200.0|call (+435),delta_gamma_vega,270.02530404997015,183.12045939699044,71055.70007876493,-135389.4439308591,71508.84584221189,,,-5399.065564397126,-5400.0,900.0,-49.97744746740136,-4.396044311214041,-2447.937375465408,26781.450454666978,1802.0,1577.0,1577.0,0.0,0.0,0.0,-15597.828885128241,163313.16507239128,-3162460.161730318,-450.9015538099981,-3162911.063284128
2026-02-17,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,201.14999389648438,2026-03-13|205.0|call,2026-03-13,24,2.7518071122360652,0.38519784435025356,0.03641176466673529,19.71934660047049,-33.20872892529534,-1000.0,0.0,2026-02-25|200.0|call (+432) | 2026-05-05|200.0|call (+406),delta_gamma_vega,2089.918806738333,351.86076589787217,-164866.43586793612,-277950.5760946997,167308.21544057233,,,-10458.030729046015,-10400.0,-5000.0,3.987844748022326,-3.719421773652016,-2352.2067424771376,-22582.242874601623,1775.0,1613.0,1613.0,0.0,0.0,0.0,37908.40049540007,-967841.5689870218,-4130752.6322711497,-588.9600769790293,-4131341.5923481286
2026-02-18,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,204.7899932861328,2026-03-13|205.0|call,2026-03-13,23,4.139377241346864,0.5199048836454073,0.03960510921639523,20.483080056224075,-35.49396102573282,-1000.0,0.0,2026-02-26|205.0|call (+459) | 2026-05-06|205.0|call (+401),delta_gamma_vega,-565.8736651934305,-1108.4647209812133,-322033.36744712945,804283.2905942105,323707.7058333041,,,7014.996167822024,7000.0,17400.0,0.44669768362291506,0.23034676477220728,1220.7785097865853,70286.43269985751,1838.0,1698.0,1698.0,0.0,0.0,0.0,-247068.13578813896,3316277.747390572,-815063.8449575566,-116.53472114096232,-815180.3796786976
2026-02-19,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,204.86000061035156,2026-03-13|205.0|call,2026-03-13,22,4.1968035570044435,0.5218201252655409,0.039272277520830734,20.034656056213965,-37.20984521573615,-1000.0,0.0,2026-02-27|205.0|call (+478) | 2026-05-07|205.0|call (+382),delta_gamma_vega,-17.50772882293677,129.14702476277182,793.6379247666337,-34883.82633931027,940.2926783523423,,,6974.336236505707,7000.0,0.0,-2.4307507063858793,-1.6561986704792844,-1621.2446888936684,72235.25716516061,1860.0,1720.0,1720.0,0.0,0.0,0.0,-1137.8812570224545,-1137.8812570224545,-816318.26093572,-116.45492743726058,-816434.7158631573
2026-02-20,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,210.11000061035156,2026-03-13|205.0|call,2026-03-13,21,7.1912272652537865,0.7269953578688919,0.03443298735953107,16.75585342022458,-33.13138171628339,-1000.0,0.0,2026-02-28|210.0|call (+412) | 2026-05-08|210.0|call (+305),delta_gamma_vega,-662.9837064101957,-547.976773402476,15197.72373072314,507991.60623705667,16408.684210535812,,,34157.904953852456,34200.0,27200.0,-3.7294802135584177,-4.5276936972833255,-1776.8681145310402,303242.13374783564,1860.0,1577.0,1577.0,0.0,0.0,0.0,-344074.6274074636,5370917.389194099,4554482.673330942,649.7367198781561,4555132.410050821
2026-02-23,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,205.27000427246094,2026-03-13|205.0|call,2026-03-13,18,4.1209101207988255,0.5357250352772555,0.0416871532233102,18.112541056998904,-42.196481261315334,-1000.0,0.0,2026-03-03|205.0|call (+568) | 2026-05-11|205.0|call (+302),delta_gamma_vega,2090.159518929864,-1372.4273449969414,-430457.099988451,1473617.171392785,433919.6868523778,,,6497.984591177763,6500.0,-27700.0,0.2090092049438681,0.02494352189592064,-168.87658280483447,66320.92048189044,1717.0,1587.0,1587.0,0.0,0.0,0.0,207346.1803212784,-5478632.93802589,-923500.5279750694,-131.48888686425042,-923632.0168619336
2026-02-24,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,208.55999755859375,2026-03-13|205.0|call,2026-03-13,17,5.769520931616398,0.6804633426793296,0.040637182445060836,16.086302502421884,-38.62806846327109,-1000.0,0.0,2026-03-04|210.0|call (+541) | 2026-05-12|210.0|call (+250),delta_gamma_vega,-2.9583785040158546,-251.34315653792783,1380.0520910520572,270494.88467123,1634.353626094001,,,32192.397039494273,32200.0,25700.0,-15.13203328137206,-2.261584136798092,-1142.1876496670302,268061.93284046673,1870.0,1661.0,1661.0,0.0,0.0,0.0,-279227.38585533935,5080764.55140052,4157132.534538586,591.8964991954992,4157724.4310377818
2026-02-25,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,210.63999938964844,2026-03-13|205.0|call,2026-03-13,16,6.962888750588377,0.7829588098438102,0.03708354092796866,12.956786724310152,-32.21654824556854,-1000.0,0.0,2026-03-05|210.0|call (+459) | 2026-05-11|210.0|call (+195),delta_gamma_vega,-1348.3158942366572,970.4363693108705,270640.35807361256,-389137.34109524335,272959.11033716006,,,41411.836583165954,41400.0,9200.0,-1.1931165271271311,0.5646764595900322,634.0684091501171,345754.3762741369,1791.0,1445.0,1445.0,0.0,0.0,0.0,-58888.553059729005,1878999.4413250366,6036723.872362819,859.5145083720652,6037583.386871191
2026-02-26,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,207.9199981689453,2026-03-13|205.0|call,2026-03-13,15,4.974134218402895,0.6676407822067733,0.04636611801237389,15.307915571842708,-39.413076021780654,-1000.0,0.0,2026-03-06|210.0|call (+626) | 2026-05-14|210.0|call (+210),delta_gamma_vega,1149.331982175605,-957.5890027154466,-306535.8436826059,1022748.0341888929,308642.76466749696,,,32697.078437502372,32700.0,-8700.0,-20.731872458038197,-4.027858518163555,-798.3049654918723,259309.43522256106,1654.0,1490.0,1490.0,0.0,0.0,0.0,44865.645200437066,-1764038.338869387,4273545.048001803,608.4714240045961,4274153.519425808
2026-02-27,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,210.0,2026-03-13|205.0|call,2026-03-13,14,6.523782659011346,0.7499520872219412,0.038912516992032915,13.070822468986217,-39.23745733733806,-1000.0,0.0,2026-03-07|210.0|call (+543) | 2026-05-13|210.0|call (+168),delta_gamma_vega,1535.8853573201195,912.1441369623226,215005.21113982506,-492056.0677475094,217453.2406341075,,,37691.666083257755,37700.0,5000.0,-2.6519448502240266,0.5517242858258555,-1235.0973967986647,328706.2723634471,1836.0,1547.0,1547.0,0.0,0.0,0.0,-46920.17300251886,1003079.8269974812,5277233.34642329,749.2833839627536,5277982.629807252
2026-03-02,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,208.38999938964844,2026-03-13|205.0|call,2026-03-13,11,5.193945458825937,0.6880141739954585,0.045802378751376806,12.798261814195877,-50.29539043378964,-1000.0,0.0,2026-03-10|210.0|call (+735) | 2026-05-18|210.0|call (+103),delta_gamma_vega,-1215.2748884875145,-216.64904678724037,-151721.2728386115,538592.5513144783,153153.19677388627,,,32612.78085391994,32600.0,-5100.0,-38.05862545563377,-3.022354172633271,-968.9589280073997,269023.47374665213,1711.0,1549.0,1549.0,0.0,0.0,0.0,19864.43169347245,-1042924.5651937346,4235058.064613517,603.3277019231977,4235661.392315441
2026-03-03,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,208.72999572753906,2026-03-13|205.0|call,2026-03-13,10,5.546227410731632,0.6946170391563997,0.043226004457351475,12.108604472043421,-56.87250280104792,-1000.0,0.0,2026-03-11|210.0|call (+766) | 2026-05-19|210.0|call (+72),delta_gamma_vega,927.1448104139345,155.9722795029482,17697.31057670497,90222.19516972243,18780.427666621854,,,31476.375221991915,31500.0,-1100.0,10.915917105065546,-1.4090379426670694,-423.7193071412621,270880.89066924166,1838.0,1676.0,1676.0,0.0,0.0,0.0,-6432.579677633228,-236035.5749779262,3999625.817337515,570.5815447523246,4000196.398882267
2026-03-04,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,216.82000732421875,2026-03-13|205.0|call,2026-03-13,9,12.129202755402446,0.9573407172324013,0.012529519717131392,3.091060765239853,-20.366021889250845,-1000.0,0.0,2026-03-12|215.0|call (+218) | 2026-05-18|215.0|call (+11),delta_gamma_vega,7345.409150330349,1409.9694979833412,431346.67163913645,-1290822.6763208264,440102.05028745014,,,81488.86199008163,81500.0,50000.0,-18.34753208229654,-2.058506869922141,-1057.9494312018069,635359.5116367589,1838.0,1067.0,1067.0,0.0,0.0,0.0,-566689.2585249634,10274311.107685974,14274507.506568242,2036.3831307345147,14276543.889698977
2026-03-05,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,218.94000244140625,2026-03-13|205.0|call,2026-03-13,8,14.189107291342964,0.9709745580212278,0.008527851274443481,2.145826314858968,-18.84243009241842,-1000.0,0.0,2026-03-13|220.0|call (+163) | 2026-05-16|220.0|call (+1),delta_gamma_vega,848.4246248531786,184.40730616404846,48079.38845935838,374409.0567375944,49112.22039037561,,,89510.77145929376,89500.0,8000.0,-35.316297278903676,-2.277755164558009,-962.2890003511211,698593.5815020378,1229.0,393.0,393.0,0.0,0.0,0.0,-86068.96431512618,1665451.0552161238,15941994.944915101,2269.8364605147062,15944264.781375615
2026-03-06,delta_gamma_vega,high,3,False,False,False,True,True,True,executed,213.2100067138672,2026-03-13|205.0|call,2026-03-13,7,9.090766410907179,0.8410807046152412,0.02782563192901145,7.152310951423881,-61.05584325160609,-1000.0,0.0,2026-03-14|215.0|call (+660) | 2026-05-22|215.0|put (-27),delta_gamma_vega,9218.050687816489,-2208.5870527087063,-564675.1665444552,4948272.541179095,576101.8042849804,,,53843.707204651655,53800.0,-35700.0,-49.91674365642166,0.6008449731762155,881.3173647190997,477628.78504075634,1164.0,851.0,851.0,0.0,0.0,0.0,142592.790533375,-7469004.449151684,8475260.332223931,1200.6618579466178,8476460.994081877
2026-03-09,delta_gamma_vega,high,3,False,False,False,True,True,True,executed,213.49000549316406,2026-03-13|205.0|call,2026-03-13,4,8.71999153927274,0.9396888175981308,0.02104107372025574,2.6731014957181745,-37.91489060297987,-1000.0,0.0,2026-03-17|215.0|call (+450) | 2026-05-24|215.0|put (-76),delta_gamma_vega,-11307.325086261511,1944.060957478292,273243.5670349856,-2284750.7123544724,286494.9530787254,,,70519.66978489011,70500.0,16700.0,-17.568350939543052,-1.0541011230731954,-916.5988174541853,561265.2743911374,1687.0,1213.0,1213.0,0.0,0.0,0.0,-57831.93774486483,3507451.153990975,11983912.148072852,1708.6585543996352,11985620.806627251
2026-03-10,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,214.3300018310547,2026-03-13|205.0|call,2026-03-13,3,9.432064210270141,0.9771740800936375,0.011205292846284154,1.0520475808981078,-23.104771000981284,-1000.0,0.0,2026-03-18|215.0|call (+235) | 2026-05-26|215.0|put (-49),delta_gamma_vega,-2175.035530553006,1205.958524484157,133610.35258288076,-1120734.0051208977,136991.34663791792,,,84090.11984206665,84100.0,13600.0,-33.116848563182884,-2.57960217423863,424.5474234643334,648545.7566895991,1526.0,810.0,810.0,0.0,0.0,0.0,-27751.39059190305,2887136.6343104406,14872757.440937692,2121.7287073684133,14874879.16964506
2026-03-11,delta_gamma_vega,medium,3,False,False,False,True,True,True,executed,212.64999389648438,2026-03-13|205.0|call,2026-03-13,2,7.716816030602985,0.981027327849691,0.012214407155967253,0.7287669663402938,-23.245249561535555,-1000.0,0.0,2026-03-21|210.0|call (+309) | 2026-05-27|215.0|put (-86),delta_gamma_vega,-2559.8835019432636,-33.576836171524945,1986.3288823289913,692523.3086157801,4579.789220443779,,,74118.02527903249,74100.0,-10000.0,-9.12104368526525,-0.6729026662837612,-1070.7505979401758,550902.9101152143,1284.0,679.0,679.0,0.0,0.0,0.0,72703.75045155588,-2053796.1885132878,12821082.981131772,1831.5832344984376,12822914.56436627
2026-03-12,delta_gamma_vega,high,3,False,False,False,True,True,True,executed,209.52999877929688,2026-03-13|205.0|call,2026-03-13,1,4.625532199532529,0.9410060883753666,0.0397664447647147,1.2892551723456105,-70.36091095374319,-1000.0,0.0,2026-03-20|210.0|call (+917) | 2026-05-28|210.0|put (-263),delta_gamma_vega,-107.50351296292229,-2718.6727729972226,-50339.31440396153,4881979.5733598,53165.49068992167,,,36747.81230313272,36800.0,-37300.0,-4.141252476692898,-1.8216658536925365,1625.3896519634873,272994.8916749476,1395.0,1575.0,1575.0,0.0,0.0,0.0,33215.0223249305,-7782253.932142843,5040660.632223427,721.0945109249376,5041381.726734352
2026-03-13,delta_gamma_vega,high,4,True,True,True,True,True,True,executed,207.6699981689453,2026-04-12|210.0|call,2026-04-12,30,5.685904389715205,0.47381460154656924,0.024508955164717086,23.700699021594794,-42.673940175262715,-1000.0,-1000.0,2026-03-22|210.0|call (+380) | 2026-05-27|205.0|call (+516),delta_gamma_vega,-47381.460154656925,-2450.8955164717086,-2370069.9021594794,4267394.017526272,2419902.257830608,,,1339.7993733438852,1300.0,1300.0,-13.214100526955008,0.32801977542237637,1785.6318599104416,36668.17530565127,1000.0,896.0,896.0,-568590.4389715205,356315.40988964983,-7642255.9326171875,742437.6698565559,-6842122.294222874,-1800740.5674885213,-257.46302105992777,-1800998.0305095813
2026-03-16,delta_gamma_vega,medium,4,False,False,False,True,True,True,executed,211.74000549316406,2026-04-12|210.0|call,2026-04-12,27,6.605667178171373,0.5802543823897355,0.02883025365480112,22.508167888159747,-40.00519173563672,-1000.0,0.0,2026-03-24|210.0|call (+400) | 2026-06-01|210.0|call (+465),delta_gamma_vega,1174.3990087696875,235.95149001456878,-88513.24065965437,-265010.8805180406,89923.59115843863,,,6691.440355504794,6700.0,5400.0,-1.882610451673827,0.20960944321984698,-1099.630426001735,73302.41809288762,1896.0,1761.0,1761.0,0.0,0.0,0.0,-165685.89516249127,977710.1345005947,-823287.8960089866,-117.77590796886379,-823405.6719169555
2026-03-17,delta_gamma_vega,medium,4,False,False,False,True,True,True,executed,215.1999969482422,2026-04-12|210.0|call,2026-04-12,26,8.461464172175653,0.6844359339171234,0.0275115345501519,20.41891864610497,-37.25074089032125,-1000.0,0.0,2026-03-25|215.0|call (+360) | 2026-06-02|215.0|call (+405),delta_gamma_vega,-95.86693287455273,-273.1119853937947,2875.324219851522,385311.8500594089,3244.3031381198693,,,26984.670391948966,27000.0,20300.0,-46.35295989038423,-4.668483193810744,-2681.308394534746,266899.2254299922,1865.0,1630.0,1630.0,0.0,0.0,0.0,-323505.0819325531,4045054.8561167633,3221649.1841998077,460.87481628922177,3222110.059016097
2026-03-18,delta_gamma_vega,high,4,False,False,False,True,True,True,executed,209.8699951171875,2026-04-12|210.0|call,2026-04-12,25,5.678207497022214,0.5243396314747312,0.028947712393406932,21.871305415001864,-43.753778071963985,-1000.0,0.0,2026-03-26|210.0|call (+424) | 2026-06-03|210.0|call (+435),delta_gamma_vega,2617.5297064412425,-647.9492979852226,-309762.1986056098,1043591.982307499,313027.6776100363,,,7047.587884060504,7000.0,-20000.0,-45.900552869552484,1.1144031721299825,-553.9379781915341,76519.67901355843,1765.0,1624.0,1624.0,0.0,0.0,0.0,216252.62741204054,-3981147.2749317093,-759037.2159156124,-108.73509007258683,-759145.951005685
2026-03-19,delta_gamma_vega,medium,4,False,False,False,True,True,True,executed,208.75999450683594,2026-04-12|210.0|call,2026-04-12,24,4.780772969347964,0.4893471700536537,0.030983826154126072,21.34821958067121,-42.54975145237464,-1000.0,0.0,2026-03-27|210.0|call (+445) | 2026-06-04|210.0|call (+417),delta_gamma_vega,-164.5300330681348,77.46500783190231,-1637.1225143773481,-15173.761830112897,1879.1175552773852,,,6918.656718243215,6900.0,-100.0,-12.347922788936557,0.17792611701565875,468.33920054277405,75727.80423403089,1859.0,1721.0,1721.0,0.0,0.0,0.0,-380.58034407485684,-21256.57979475845,-780402.5308004435,-111.85769572699222,-780514.3884961705
2026-03-20,delta_gamma_vega,high,4,False,False,False,True,True,True,executed,205.3699951171875,2026-04-12|210.0|call,2026-04-12,23,3.7514142526756586,0.39633177563568533,0.027809154836825146,19.868332677933505,-45.18914999615844,-1000.0,0.0,2026-03-28|205.0|call (+442) | 2026-06-05|205.0|call (+389),delta_gamma_vega,-117.5756447583226,-137.106318219405,-373.27781173493713,284794.19412025576,627.9597747126647,,,-5596.528269849903,-5600.0,-12500.0,-37.18416063303084,-0.30085108793514337,-2703.5621725926176,42012.29153971397,1862.0,1693.0,1693.0,0.0,0.0,0.0,161056.95790649098,-2406067.9810583526,-3186582.3695545234,-457.50218691647,-3187039.8717414397
2026-03-23,delta_gamma_vega,high,4,False,False,False,True,True,True,executed,210.13999938964844,2026-04-12|210.0|call,2026-04-12,20,5.385966093313485,0.5294461791658056,0.03105423007549151,19.57051186041192,-50.33575689403586,-1000.0,0.0,2026-03-31|210.0|call (+520) | 2026-06-08|210.0|call (+343),delta_gamma_vega,1302.5123583684945,-593.4293923098707,-261853.30979867,814838.5556532783,263749.25154934835,,,6805.198384905489,6800.0,12400.0,-48.74322429381573,-1.3499293120102038,-2928.068254569778,78668.4870828382,1831.0,1694.0,1694.0,0.0,0.0,0.0,-237647.09556475488,2368088.896866886,-818950.9748745537,-117.38297269344199,-819068.3578472472
2026-03-24,delta_gamma_vega,high,4,False,False,False,True,True,True,executed,207.24000549316406,2026-04-12|210.0|call,2026-04-12,19,4.012556642379749,0.4388319390351082,0.030961377308061807,18.640980696425675,-51.365943807335015,-1000.0,0.0,2026-04-03|210.0|call (+636) | 2026-06-07|205.0|call (+278),delta_gamma_vega,-227.4125736798669,0.012905568387850508,-4627.791718669701,81039.9646133451,4855.217197917957,,,2210.4787683167524,2200.0,-4600.0,-46.92384012196089,-1.5377350002035541,-2070.2831820837455,41633.29677693208,1863.0,1777.0,1777.0,0.0,0.0,0.0,63321.19924180777,-889982.8260267469,-1709051.183873994,-245.50655119200286,-1709296.690425186
2026-03-25,delta_gamma_vega,high,4,False,False,False,True,True,True,executed,211.7100067138672,2026-04-12|210.0|call,2026-04-12,18,5.829313399737188,0.5809971336632914,0.032897511437017066,18.36813236037671,-51.28467264415323,-1000.0,0.0,2026-04-02|210.0|call (+575) | 2026-06-10|210.0|call (+300),delta_gamma_vega,319.1680383888415,70.6227373568745,-41855.09865208692,-70196.44021529343,42244.88942783263,,,6208.043126026019,6200.0,4000.0,-7.0765317400910135,-1.1731946794892565,1079.4550746409222,71435.06856303907,1914.0,1789.0,1789.0,0.0,0.0,0.0,-86498.24530047498,760341.7815549937,-948954.9088701922,-136.3181214885248,-949091.2269916808
2026-03-26,delta_gamma_vega,high,4,False,False,False,True,True,True,executed,207.5399932861328,2026-04-12|210.0|call,2026-04-12,17,3.935146820545242,0.44380371592291606,0.032206658077787706,17.6910013494107,-55.19303329849745,-1000.0,0.0,2026-04-04|210.0|call (+650) | 2026-06-10|205.0|call (+256),delta_gamma_vega,-306.6599611131751,55.9040810874414,-1437.1863001065794,-12220.273737358279,1799.750342307196,,,2801.6480938754794,2800.0,-3400.0,-46.70032958090633,-1.970276676030835,-2505.837841035449,47284.073485014844,1875.0,1781.0,1781.0,0.0,0.0,0.0,62401.66140403213,-643234.3157688194,-1592325.5427605002,-228.73882073673866,-1592554.281581237
2026-03-27,delta_gamma_vega,high,4,False,False,False,True,True,True,executed,199.33999633789062,2026-04-12|210.0|call,2026-04-12,16,1.6994976686325387,0.23055149605274244,0.023245689640747517,12.689959395522449,-46.95973682116535,-1000.0,0.0,2026-04-07|200.0|call (+572) | 2026-06-12|200.0|put (+131),delta_gamma_vega,805.1103734839835,-410.5672390109429,74856.36768196849,832450.0002808038,76072.04529446342,,,804.2905872709225,800.0,-2000.0,-9.211150839126276,-3.5927392271264864,-3398.648997761833,159316.56000873476,1906.0,1609.0,1609.0,0.0,0.0,0.0,89065.0478140646,-309614.94486171665,-1902169.2264429536,-272.26684975546135,-1902441.493292709
2026-03-30,delta_gamma_vega,high,4,False,False,False,True,True,True,executed,200.9499969482422,2026-04-12|210.0|call,2026-04-12,13,1.6002196871923076,0.239643050330952,0.026617632188194632,11.779961880238089,-52.56261671991711,-1000.0,0.0,2026-04-07|200.0|call (+560) | 2026-06-10|200.0|put (+148),delta_gamma_vega,3008.404660285366,25.665978200160623,-39125.042175180104,77394.09946441848,42159.11281366563,,,-793.897250844966,-800.0,-1600.0,-12.616229054134237,-0.010061656158654841,320.3862398188794,133593.99894729618,1703.0,291.0,291.0,0.0,0.0,0.0,9929.150062615518,-311590.845054572,-2214032.3383472813,-316.11462155435476,-2214348.452968836
2026-03-31,delta_gamma_vega,high,4,False,False,False,True,True,True,executed,208.27000427246094,2026-04-12|210.0|call,2026-04-12,12,3.09956293538238,0.44709452993528653,0.04171924156019223,14.932741580183079,-60.24160647567963,-1000.0,0.0,2026-04-07|210.0|call (+716) | 2026-06-16|210.0|call (+180),delta_gamma_vega,-704.6553646284392,-2449.307492053841,-693205.8136320957,3310864.939696131,696359.776488778,,,5246.271600459915,5200.0,6000.0,-46.47517978345604,0.02672818958330936,-30.525229214224964,58494.735305967275,1708.0,1604.0,1604.0,0.0,0.0,0.0,-241439.10337993703,1008180.9222548286,-1206167.530714007,-172.30964268021137,-1206339.8403566873
2026-04-01,delta_gamma_vega,medium,4,False,False,False,True,True,True,executed,210.57000732421875,2026-04-12|210.0|call,2026-04-12,11,3.9555754412707813,0.5441903078754763,0.04456642800470868,14.493764548130304,-62.51209556384314,-1000.0,0.0,2026-04-08|210.0|call (+751) | 2026-06-16|210.0|call (+153),delta_gamma_vega,101.31251478885497,171.38371050995522,-1311.4623745881254,-162476.0178444034,1584.1585998869355,,,4780.320582393371,4800.0,-400.0,1.4607721432148537,-0.03520826745304362,-1560.934644483612,52646.281046773016,1896.0,1494.0,1494.0,0.0,0.0,0.0,-1609.5836917240522,-85837.58662141155,-1292177.426978099,-184.85316067072918,-1292362.2801387697
2026-04-02,delta_gamma_vega,medium,4,False,False,False,True,True,True,executed,209.77000427246094,2026-04-12|210.0|call,2026-04-12,10,3.264149602023906,0.5067102115305446,0.04858328756181459,13.849866306652832,-63.48485553106027,-1000.0,0.0,2026-04-09|210.0|call (+799) | 2026-06-18|210.0|call (+120),delta_gamma_vega,-31.918795485162264,130.52575249832432,-2450.34478901932,-103925.3340427691,2612.789337002807,,,4015.057819125408,4000.0,-800.0,-49.02429635386579,-3.984719759366442,-760.86924042803,48753.39875954081,1904.0,1823.0,1823.0,0.0,0.0,0.0,-1582.0569906292367,-169398.060408598,-1461760.3405473677,-209.22895685918508,-1461969.5695042268
2026-04-06,delta_gamma_vega,medium,4,False,False,False,True,True,True,executed,212.7899932861328,2026-04-12|210.0|call,2026-04-12,6,4.303933533432144,0.6788252025929891,0.05479530276803402,9.771373693907083,-76.28374414308719,-1000.0,0.0,2026-04-14|215.0|call (+1101) | 2026-06-22|215.0|put (-93),delta_gamma_vega,2145.043470883633,377.2429427906621,-31658.986730382778,-444945.20329510566,34181.27314405707,,,19203.383615570496,19200.0,15200.0,-12.278651466415795,1.1093342765373109,1262.0615997533314,135759.31035477843,1919.0,2113.0,2113.0,0.0,0.0,0.0,-284685.4172628453,2949722.4806863735,1487752.9111821468,213.8939943717225,1487966.8051765184
2026-04-07,delta_gamma_vega,high,4,False,False,False,True,True,True,executed,213.77000427246094,2026-04-12|210.0|call,2026-04-12,5,4.923691594660056,0.7343919983890368,0.05126589317199483,8.20464120556947,-82.05915888393693,-1000.0,0.0,2026-04-15|215.0|call (+1089) | 2026-06-23|215.0|put (-140),delta_gamma_vega,-295.0930516058188,497.51992051932507,108814.72324965982,-560982.319311298,109607.33622178496,,,17259.463193165753,17300.0,-1900.0,36.81937620937515,-1.4308741690208535,-913.4541395081906,156580.7493318161,2194.0,2423.0,2423.0,0.0,0.0,0.0,-26948.646979120385,-433111.65509679617,1054855.1500797223,151.321483238019,1055006.4715629604
2026-04-08,delta_gamma_vega,medium,4,False,False,False,True,True,True,executed,221.25,2026-04-12|210.0|call,2026-04-12,4,11.346346631302538,0.991716518473161,0.004633738965077323,0.5234648088318995,-12.519912057153336,-1000.0,0.0,2026-04-16|220.0|call (+86) | 2026-06-24|220.0|put (-14),delta_gamma_vega,15137.779913430526,3299.3809145142845,217963.60255014192,-3532518.8635583585,236400.76337808673,,,93504.69144876875,93500.0,76200.0,-9.730246537811468,1.3758896524483646,1431.825277499367,714857.8382020519,2229.0,1329.0,1329.0,0.0,0.0,0.0,-661143.351844564,16198106.648155436,17253113.119718395,2464.7303803809978,17255577.850098778
